class,filename,height,width,xmax,xmin,ymax,ymin
shoulder2,18_00064.jpg,76,76,226,200,104,78
head,18_00065.jpg,60,60,210,150,138,78
shoulder1,18_00065.jpg,76,76,161,135,120,94
shoulder2,18_00065.jpg,76,76,225,199,105,79
head,18_00066.jpg,60,60,210,150,138,78
shoulder1,18_00066.jpg,76,76,162,136,120,94
shoulder2,18_00066.jpg,76,76,225,199,104,78
head,18_00067.jpg,60,60,213,153,140,80
shoulder1,18_00067.jpg,76,76,163,137,121,95
shoulder2,18_00067.jpg,76,76,226,200,105,79
head,18_00068.jpg,60,60,214,154,139,79
shoulder1,18_00068.jpg,76,76,162,136,119,93
shoulder2,18_00068.jpg,76,76,226,200,107,81
head,18_00069.jpg,60,60,215,155,138,78
shoulder1,18_00069.jpg,76,76,162,136,119,93
shoulder2,18_00069.jpg,76,76,227,201,107,81
head,18_00070.jpg,60,60,215,155,141,81
shoulder1,18_00070.jpg,76,76,162,136,119,93
shoulder2,18_00070.jpg,76,76,226,200,108,82
head,18_00071.jpg,60,60,215,155,141,81
shoulder1,18_00071.jpg,76,76,164,138,126,100
shoulder2,18_00071.jpg,76,76,224,198,101,75
head,18_00072.jpg,60,60,216,156,139,79
shoulder1,18_00072.jpg,76,76,165,139,126,100
shoulder2,18_00072.jpg,76,76,224,198,99,73
head,18_00073.jpg,60,60,215,155,141,81
shoulder1,18_00073.jpg,76,76,164,138,127,101
shoulder2,18_00073.jpg,76,76,224,198,99,73
head,18_00074.jpg,60,60,214,154,139,79
shoulder1,18_00074.jpg,76,76,164,138,125,99
shoulder2,18_00074.jpg,76,76,224,198,99,73
head,18_00075.jpg,60,60,212,152,139,79
shoulder1,18_00075.jpg,76,76,163,137,124,98
shoulder2,18_00075.jpg,76,76,224,198,100,74
head,18_00076.jpg,60,60,212,152,138,78
shoulder1,18_00076.jpg,76,76,163,137,124,98
shoulder2,18_00076.jpg,76,76,224,198,100,74
head,18_00077.jpg,60,60,212,152,138,78
shoulder1,18_00077.jpg,76,76,163,137,124,98
shoulder2,18_00077.jpg,76,76,224,198,99,73
head,18_00078.jpg,60,60,213,153,138,78
shoulder1,18_00078.jpg,76,76,164,138,125,99
shoulder2,18_00078.jpg,76,76,224,198,98,72
head,18_00085.jpg,60,60,214,154,137,77
shoulder1,18_00085.jpg,76,76,163,137,122,96
shoulder2,18_00085.jpg,76,76,225,199,102,76
head,18_00086.jpg,60,60,213,153,138,78
shoulder1,18_00086.jpg,76,76,163,137,122,96
shoulder2,18_00086.jpg,76,76,225,199,102,76
head,18_00087.jpg,60,60,213,153,135,75
shoulder1,18_00087.jpg,76,76,162,136,122,96
shoulder2,18_00087.jpg,76,76,225,199,100,74
head,18_00088.jpg,60,60,213,153,136,76
shoulder1,18_00088.jpg,76,76,163,137,123,97
shoulder2,18_00088.jpg,76,76,225,199,99,73
head,18_00089.jpg,60,60,214,154,138,78
shoulder1,18_00089.jpg,76,76,165,139,127,101
shoulder2,18_00089.jpg,76,76,224,198,97,71
head,18_00090.jpg,60,60,214,154,138,78
shoulder1,18_00090.jpg,76,76,164,138,124,98
shoulder2,18_00090.jpg,76,76,224,198,99,73
head,18_00091.jpg,60,60,213,153,138,78
shoulder1,18_00091.jpg,76,76,163,137,124,98
shoulder2,18_00091.jpg,76,76,224,198,100,74
head,18_00092.jpg,60,60,214,154,140,80
shoulder1,18_00092.jpg,76,76,163,137,124,98
shoulder2,18_00092.jpg,76,76,224,198,101,75
head,18_00093.jpg,60,60,213,153,139,79
shoulder1,18_00093.jpg,76,76,163,137,123,97
shoulder2,18_00093.jpg,76,76,225,199,101,75
head,18_00094.jpg,60,60,212,152,138,78
shoulder1,18_00094.jpg,76,76,162,136,123,97
shoulder2,18_00094.jpg,76,76,225,199,101,75
head,18_00095.jpg,60,60,213,153,138,78
shoulder1,18_00095.jpg,76,76,163,137,123,97
shoulder2,18_00095.jpg,76,76,225,199,101,75
head,18_00104.jpg,60,60,215,155,130,70
shoulder1,18_00104.jpg,76,76,166,140,120,94
shoulder2,18_00104.jpg,76,76,226,200,92,66
head,18_00105.jpg,60,60,214,154,128,68
shoulder1,18_00105.jpg,76,76,165,139,119,93
shoulder2,18_00105.jpg,76,76,227,201,93,67
head,18_00107.jpg,60,60,216,156,125,65
shoulder1,18_00107.jpg,76,76,165,139,117,91
shoulder2,18_00107.jpg,76,76,228,202,96,70
head,18_00112.jpg,60,60,216,156,127,67
shoulder1,18_00112.jpg,76,76,165,139,121,95
shoulder2,18_00112.jpg,76,76,226,200,96,70
head,18_00113.jpg,60,60,217,157,127,67
shoulder1,18_00113.jpg,76,76,168,142,124,98
shoulder2,18_00113.jpg,76,76,224,198,91,65
head,18_00121.jpg,60,60,219,159,120,60
shoulder1,18_00121.jpg,76,76,185,159,130,104
shoulder2,18_00121.jpg,76,76,217,191,73,47
head,18_00135.jpg,60,60,219,159,122,62
shoulder1,18_00135.jpg,76,76,167,141,93,67
shoulder2,18_00135.jpg,76,76,226,200,115,89
head,18_00193.jpg,60,60,199,139,114,54
shoulder1,18_00193.jpg,76,76,157,131,119,93
shoulder2,18_00193.jpg,76,76,204,178,82,56
head,18_00194.jpg,60,60,202,142,113,53
shoulder1,18_00194.jpg,76,76,156,130,117,91
shoulder2,18_00194.jpg,76,76,209,183,85,59
head,18_00195.jpg,60,60,202,142,111,51
shoulder1,18_00195.jpg,76,76,154,128,115,89
shoulder2,18_00195.jpg,76,76,209,183,87,61
head,18_00197.jpg,60,60,193,133,114,54
shoulder1,18_00197.jpg,76,76,146,120,114,88
shoulder2,18_00197.jpg,76,76,204,178,92,66
head,18_00198.jpg,60,60,187,127,117,57
shoulder1,18_00198.jpg,76,76,143,117,117,91
shoulder2,18_00198.jpg,76,76,201,175,93,67
head,18_00199.jpg,60,60,185,125,116,56
shoulder1,18_00199.jpg,76,76,142,116,115,89
shoulder2,18_00199.jpg,76,76,201,175,95,69
head,18_00200.jpg,60,60,190,130,121,61
shoulder1,18_00200.jpg,76,76,145,119,112,86
shoulder2,18_00200.jpg,76,76,207,181,105,79
head,18_00202.jpg,60,60,197,137,134,74
shoulder1,18_00202.jpg,76,76,152,126,108,82
shoulder2,18_00202.jpg,76,76,209,183,126,100
head,18_00203.jpg,60,60,199,139,135,75
shoulder1,18_00203.jpg,76,76,154,128,105,79
shoulder2,18_00203.jpg,76,76,209,183,131,105
head,18_00204.jpg,60,60,200,140,136,76
shoulder1,18_00204.jpg,76,76,156,130,103,77
shoulder2,18_00204.jpg,76,76,208,182,134,108
head,18_00205.jpg,60,60,201,141,137,77
shoulder1,18_00205.jpg,76,76,156,130,102,76
shoulder2,18_00205.jpg,76,76,208,182,135,109
head,18_00206.jpg,60,60,194,134,137,77
shoulder1,18_00206.jpg,76,76,150,124,102,76
shoulder2,18_00206.jpg,76,76,203,177,134,108
head,18_00207.jpg,60,60,183,123,135,75
shoulder1,18_00207.jpg,76,76,141,115,102,76
shoulder2,18_00207.jpg,76,76,196,170,129,103
head,18_00208.jpg,60,60,175,115,132,72
shoulder1,18_00208.jpg,76,76,135,109,101,75
shoulder2,18_00208.jpg,76,76,191,165,126,100
head,18_00209.jpg,60,60,174,114,130,70
shoulder1,18_00209.jpg,76,76,132,106,101,75
shoulder2,18_00209.jpg,76,76,190,164,123,97
head,18_00210.jpg,60,60,169,109,129,69
shoulder1,18_00210.jpg,76,76,129,103,104,78
shoulder2,18_00210.jpg,76,76,188,162,120,94
head,18_00213.jpg,60,60,173,113,122,62
shoulder1,18_00213.jpg,76,76,133,107,105,79
shoulder2,18_00213.jpg,76,76,193,167,112,86
head,18_00214.jpg,60,60,174,114,121,61
shoulder1,18_00214.jpg,76,76,134,108,106,80
shoulder2,18_00214.jpg,76,76,195,169,112,86
head,18_00215.jpg,60,60,183,123,124,64
shoulder1,18_00215.jpg,76,76,139,113,117,91
shoulder2,18_00215.jpg,76,76,199,173,106,80
head,18_00216.jpg,60,60,183,123,129,69
shoulder1,18_00216.jpg,76,76,144,118,130,104
shoulder2,18_00216.jpg,76,76,194,168,99,73
head,18_00218.jpg,60,60,182,122,142,82
shoulder1,18_00218.jpg,76,76,151,125,147,121
shoulder2,18_00218.jpg,76,76,185,159,96,70
head,18_00219.jpg,60,60,179,119,145,85
shoulder1,18_00219.jpg,76,76,152,126,152,126
shoulder2,18_00219.jpg,76,76,182,156,96,70
head,18_00220.jpg,60,60,178,118,151,91
shoulder1,18_00220.jpg,76,76,153,127,156,130
shoulder2,18_00220.jpg,76,76,181,155,98,72
head,18_00221.jpg,60,60,178,118,153,93
shoulder1,18_00221.jpg,76,76,156,130,158,132
shoulder2,18_00221.jpg,76,76,177,151,97,71
head,18_00225.jpg,60,60,178,118,148,88
shoulder1,18_00225.jpg,76,76,183,157,148,122
shoulder2,18_00225.jpg,76,76,146,120,97,71
head,18_00226.jpg,60,60,179,119,146,86
shoulder1,18_00226.jpg,76,76,184,158,147,121
shoulder2,18_00226.jpg,76,76,146,120,94,68
head,18_00227.jpg,60,60,183,123,144,84
shoulder1,18_00227.jpg,76,76,187,161,145,119
shoulder2,18_00227.jpg,76,76,148,122,93,67
head,18_00228.jpg,60,60,187,127,146,86
shoulder1,18_00228.jpg,76,76,192,166,145,119
shoulder2,18_00228.jpg,76,76,149,123,95,69
head,18_00244.jpg,60,60,202,142,104,44
shoulder1,18_00244.jpg,76,76,206,180,70,44
shoulder2,18_00244.jpg,76,76,165,139,116,90
head,18_00249.jpg,60,60,204,144,103,43
shoulder1,18_00249.jpg,76,76,178,152,64,38
shoulder2,18_00249.jpg,76,76,192,166,122,96
head,18_00250.jpg,60,60,201,141,102,42
shoulder1,18_00250.jpg,76,76,173,147,65,39
shoulder2,18_00250.jpg,76,76,195,169,120,94
head,18_00255.jpg,60,60,178,118,105,45
shoulder1,18_00255.jpg,76,76,138,112,87,61
shoulder2,18_00255.jpg,76,76,193,167,110,84
head,18_00256.jpg,60,60,173,113,110,50
shoulder1,18_00256.jpg,76,76,134,108,93,67
shoulder2,18_00256.jpg,76,76,191,165,110,84
head,18_00257.jpg,60,60,165,105,115,55
shoulder1,18_00257.jpg,76,76,130,104,100,74
shoulder2,18_00257.jpg,76,76,187,161,107,81
head,18_00259.jpg,60,60,159,99,118,58
shoulder1,18_00259.jpg,76,76,126,100,105,79
shoulder2,18_00259.jpg,76,76,185,159,106,80
head,18_00260.jpg,60,60,160,100,116,56
shoulder1,18_00260.jpg,76,76,126,100,102,76
shoulder2,18_00260.jpg,76,76,185,159,106,80
head,18_00263.jpg,60,60,163,103,115,55
shoulder1,18_00263.jpg,76,76,127,101,102,76
shoulder2,18_00263.jpg,76,76,187,161,105,79
head,18_00264.jpg,60,60,166,106,112,52
shoulder1,18_00264.jpg,76,76,129,103,99,73
shoulder2,18_00264.jpg,76,76,188,162,106,80
head,18_00265.jpg,60,60,168,108,113,53
shoulder1,18_00265.jpg,76,76,130,104,101,75
shoulder2,18_00265.jpg,76,76,190,164,106,80
head,18_00266.jpg,60,60,169,109,115,55
shoulder1,18_00266.jpg,76,76,131,105,102,76
shoulder2,18_00266.jpg,76,76,191,165,106,80
head,18_00276.jpg,60,60,194,134,118,58
shoulder1,18_00276.jpg,76,76,149,123,114,88
shoulder2,18_00276.jpg,76,76,210,184,105,79
head,18_00282.jpg,60,60,164,104,124,64
shoulder1,18_00282.jpg,76,76,130,104,114,88
shoulder2,18_00282.jpg,76,76,189,163,108,82
head,18_00288.jpg,60,60,202,142,121,61
shoulder1,18_00288.jpg,76,76,151,125,114,88
shoulder2,18_00288.jpg,76,76,211,185,104,78
head,18_00289.jpg,60,60,209,149,119,59
shoulder1,18_00289.jpg,76,76,155,129,113,87
shoulder2,18_00289.jpg,76,76,216,190,102,76
head,18_00294.jpg,60,60,204,144,121,61
shoulder1,18_00294.jpg,76,76,154,128,116,90
shoulder2,18_00294.jpg,76,76,215,189,103,77
head,18_00295.jpg,60,60,197,137,122,62
shoulder1,18_00295.jpg,76,76,151,125,117,91
shoulder2,18_00295.jpg,76,76,212,186,103,77
head,18_00296.jpg,60,60,191,131,124,64
shoulder1,18_00296.jpg,76,76,147,121,116,90
shoulder2,18_00296.jpg,76,76,208,182,105,79
head,18_00297.jpg,60,60,180,120,126,66
shoulder1,18_00297.jpg,76,76,141,115,117,91
shoulder2,18_00297.jpg,76,76,201,175,106,80
head,18_00298.jpg,60,60,177,117,126,66
shoulder1,18_00298.jpg,76,76,137,111,116,90
shoulder2,18_00298.jpg,76,76,197,171,107,81
head,18_00301.jpg,60,60,165,105,130,70
shoulder1,18_00301.jpg,76,76,130,104,119,93
shoulder2,18_00301.jpg,76,76,188,162,108,82
head,18_00316.jpg,60,60,171,111,115,55
shoulder1,18_00316.jpg,76,76,130,104,96,70
shoulder2,18_00316.jpg,76,76,193,167,112,86
head,18_00317.jpg,60,60,164,104,118,58
shoulder1,18_00317.jpg,76,76,125,99,101,75
shoulder2,18_00317.jpg,76,76,188,162,111,85
head,18_00318.jpg,60,60,160,100,123,63
shoulder1,18_00318.jpg,76,76,123,97,109,83
shoulder2,18_00318.jpg,76,76,185,159,109,83
head,18_00319.jpg,60,60,162,102,125,65
shoulder1,18_00319.jpg,76,76,123,97,114,88
shoulder2,18_00319.jpg,76,76,186,160,106,80
head,18_00320.jpg,60,60,165,105,123,63
shoulder1,18_00320.jpg,76,76,126,100,116,90
shoulder2,18_00320.jpg,76,76,188,162,102,76
head,18_00321.jpg,60,60,172,112,122,62
shoulder1,18_00321.jpg,76,76,130,104,118,92
shoulder2,18_00321.jpg,76,76,192,166,99,73
head,18_00322.jpg,60,60,181,121,121,61
shoulder1,18_00322.jpg,76,76,136,110,118,92
shoulder2,18_00322.jpg,76,76,198,172,97,71
head,18_00323.jpg,60,60,192,132,118,58
shoulder1,18_00323.jpg,76,76,142,116,116,90
shoulder2,18_00323.jpg,76,76,204,178,95,69
head,18_00324.jpg,60,60,203,143,117,57
shoulder1,18_00324.jpg,76,76,148,122,114,88
shoulder2,18_00324.jpg,76,76,210,184,93,67
head,18_00325.jpg,60,60,210,150,117,57
shoulder1,18_00325.jpg,76,76,153,127,113,87
shoulder2,18_00325.jpg,76,76,215,189,93,67
head,18_00326.jpg,60,60,215,155,116,56
shoulder1,18_00326.jpg,76,76,156,130,111,85
shoulder2,18_00326.jpg,76,76,218,192,93,67
head,18_00327.jpg,60,60,214,154,113,53
shoulder1,18_00327.jpg,76,76,156,130,109,83
shoulder2,18_00327.jpg,76,76,218,192,92,66
head,18_00328.jpg,60,60,211,151,114,54
shoulder1,18_00328.jpg,76,76,154,128,108,82
shoulder2,18_00328.jpg,76,76,217,191,92,66
head,18_00329.jpg,60,60,203,143,115,55
shoulder1,18_00329.jpg,76,76,150,124,111,85
shoulder2,18_00329.jpg,76,76,213,187,91,65
head,18_00330.jpg,60,60,196,136,113,53
shoulder1,18_00330.jpg,76,76,146,120,112,86
shoulder2,18_00330.jpg,76,76,208,182,90,64
head,18_00331.jpg,60,60,188,128,114,54
shoulder1,18_00331.jpg,76,76,142,116,113,87
shoulder2,18_00331.jpg,76,76,204,178,90,64
head,18_00332.jpg,60,60,178,118,118,58
shoulder1,18_00332.jpg,76,76,137,111,116,90
shoulder2,18_00332.jpg,76,76,197,171,91,65
head,18_00333.jpg,60,60,170,110,119,59
shoulder1,18_00333.jpg,76,76,133,107,119,93
shoulder2,18_00333.jpg,76,76,192,166,91,65
head,18_00334.jpg,60,60,165,105,123,63
shoulder1,18_00334.jpg,76,76,131,105,123,97
shoulder2,18_00334.jpg,76,76,186,160,91,65
head,18_00335.jpg,60,60,162,102,125,65
shoulder1,18_00335.jpg,76,76,136,110,130,104
shoulder2,18_00335.jpg,76,76,175,149,83,57
head,18_00336.jpg,60,60,161,101,124,64
shoulder1,18_00336.jpg,76,76,139,113,133,107
shoulder2,18_00336.jpg,76,76,171,145,79,53
head,18_00337.jpg,60,60,160,100,123,63
shoulder1,18_00337.jpg,76,76,140,114,133,107
shoulder2,18_00337.jpg,76,76,170,144,77,51
head,18_00338.jpg,60,60,162,102,122,62
shoulder1,18_00338.jpg,76,76,142,116,134,108
shoulder2,18_00338.jpg,76,76,169,143,75,49
head,18_00349.jpg,60,60,202,142,120,60
shoulder1,18_00349.jpg,76,76,156,130,124,98
shoulder2,18_00349.jpg,76,76,210,184,86,60
head,18_00350.jpg,60,60,202,142,120,60
shoulder1,18_00350.jpg,76,76,155,129,123,97
shoulder2,18_00350.jpg,76,76,211,185,88,62
head,18_00351.jpg,60,60,200,140,118,58
shoulder1,18_00351.jpg,76,76,154,128,121,95
shoulder2,18_00351.jpg,76,76,211,185,89,63
head,18_00352.jpg,60,60,198,138,120,60
shoulder1,18_00352.jpg,76,76,151,125,120,94
shoulder2,18_00352.jpg,76,76,210,184,91,65
head,18_00353.jpg,60,60,195,135,121,61
shoulder1,18_00353.jpg,76,76,149,123,119,93
shoulder2,18_00353.jpg,76,76,209,183,93,67
head,18_00354.jpg,60,60,190,130,121,61
shoulder1,18_00354.jpg,76,76,146,120,121,95
shoulder2,18_00354.jpg,76,76,205,179,93,67
head,18_00355.jpg,60,60,187,127,122,62
shoulder1,18_00355.jpg,76,76,144,118,122,96
shoulder2,18_00355.jpg,76,76,203,177,92,66
head,18_00356.jpg,60,60,184,124,122,62
shoulder1,18_00356.jpg,76,76,144,118,123,97
shoulder2,18_00356.jpg,76,76,201,175,92,66
head,18_00357.jpg,60,60,181,121,122,62
shoulder1,18_00357.jpg,76,76,142,116,123,97
shoulder2,18_00357.jpg,76,76,200,174,90,64
head,18_00358.jpg,60,60,181,121,122,62
shoulder1,18_00358.jpg,76,76,143,117,123,97
shoulder2,18_00358.jpg,76,76,199,173,89,63
head,18_00359.jpg,60,60,182,122,121,61
shoulder1,18_00359.jpg,76,76,144,118,123,97
shoulder2,18_00359.jpg,76,76,199,173,87,61
head,18_00360.jpg,60,60,183,123,121,61
shoulder1,18_00360.jpg,76,76,144,118,123,97
shoulder2,18_00360.jpg,76,76,199,173,86,60
head,18_00361.jpg,60,60,185,125,121,61
shoulder1,18_00361.jpg,76,76,145,119,123,97
shoulder2,18_00361.jpg,76,76,200,174,85,59
head,18_00362.jpg,60,60,184,124,121,61
shoulder1,18_00362.jpg,76,76,144,118,122,96
shoulder2,18_00362.jpg,76,76,200,174,87,61
head,18_00363.jpg,60,60,185,125,121,61
shoulder1,18_00363.jpg,76,76,143,117,122,96
shoulder2,18_00363.jpg,76,76,200,174,88,62
head,18_00364.jpg,60,60,187,127,121,61
shoulder1,18_00364.jpg,76,76,144,118,121,95
shoulder2,18_00364.jpg,76,76,202,176,90,64
head,18_00365.jpg,60,60,188,128,126,66
shoulder1,18_00365.jpg,76,76,143,117,119,93
shoulder2,18_00365.jpg,76,76,203,177,95,69
head,18_00366.jpg,60,60,190,130,129,69
shoulder1,18_00366.jpg,76,76,143,117,118,92
shoulder2,18_00366.jpg,76,76,205,179,98,72
head,18_00367.jpg,60,60,193,133,134,74
shoulder1,18_00367.jpg,76,76,144,118,119,93
shoulder2,18_00367.jpg,76,76,207,181,102,76
head,18_00368.jpg,60,60,194,134,136,76
shoulder1,18_00368.jpg,76,76,144,118,116,90
shoulder2,18_00368.jpg,76,76,209,183,107,81
head,18_00370.jpg,60,60,196,136,137,77
shoulder1,18_00370.jpg,76,76,145,119,117,91
shoulder2,18_00370.jpg,76,76,210,184,106,80
head,18_00371.jpg,60,60,196,136,138,78
shoulder1,18_00371.jpg,76,76,145,119,118,92
shoulder2,18_00371.jpg,76,76,209,183,105,79
head,18_00372.jpg,60,60,196,136,138,78
shoulder1,18_00372.jpg,76,76,145,119,119,93
shoulder2,18_00372.jpg,76,76,209,183,104,78
head,18_00373.jpg,60,60,196,136,138,78
shoulder1,18_00373.jpg,76,76,146,120,121,95
shoulder2,18_00373.jpg,76,76,208,182,101,75
head,18_00374.jpg,60,60,197,137,135,75
shoulder1,18_00374.jpg,76,76,146,120,117,91
shoulder2,18_00374.jpg,76,76,209,183,103,77
head,18_00375.jpg,60,60,196,136,131,71
shoulder1,18_00375.jpg,76,76,146,120,117,91
shoulder2,18_00375.jpg,76,76,209,183,99,73
head,18_00383.jpg,60,60,188,128,117,57
shoulder1,18_00383.jpg,76,76,141,115,109,83
shoulder2,18_00383.jpg,76,76,206,180,102,76
head,18_00384.jpg,60,60,185,125,114,54
shoulder1,18_00384.jpg,76,76,140,114,110,84
shoulder2,18_00384.jpg,76,76,203,177,100,74
head,18_00385.jpg,60,60,181,121,115,55
shoulder1,18_00385.jpg,76,76,138,112,112,86
shoulder2,18_00385.jpg,76,76,201,175,98,72
head,18_00387.jpg,60,60,173,113,115,55
shoulder1,18_00387.jpg,76,76,135,109,115,89
shoulder2,18_00387.jpg,76,76,196,170,96,70
head,18_00388.jpg,60,60,169,109,116,56
shoulder1,18_00388.jpg,76,76,133,107,115,89
shoulder2,18_00388.jpg,76,76,194,168,96,70
head,18_00389.jpg,60,60,168,108,118,58
shoulder1,18_00389.jpg,76,76,132,106,115,89
shoulder2,18_00389.jpg,76,76,194,168,99,73
head,18_00390.jpg,60,60,167,107,123,63
shoulder1,18_00390.jpg,76,76,131,105,112,86
shoulder2,18_00390.jpg,76,76,194,168,106,80
head,18_00392.jpg,60,60,166,106,120,60
shoulder1,18_00392.jpg,76,76,129,103,105,79
shoulder2,18_00392.jpg,76,76,192,166,110,84
head,18_00393.jpg,60,60,167,107,121,61
shoulder1,18_00393.jpg,76,76,129,103,102,76
shoulder2,18_00393.jpg,76,76,192,166,112,86
head,18_00394.jpg,60,60,171,111,121,61
shoulder1,18_00394.jpg,76,76,130,104,99,73
shoulder2,18_00394.jpg,76,76,192,166,114,88
head,18_00395.jpg,60,60,177,117,118,58
shoulder1,18_00395.jpg,76,76,132,106,96,70
shoulder2,18_00395.jpg,76,76,195,169,113,87
head,18_00403.jpg,60,60,201,141,123,63
shoulder1,18_00403.jpg,76,76,154,128,133,107
shoulder2,18_00403.jpg,76,76,200,174,87,61
head,18_00419.jpg,60,60,201,141,121,61
shoulder1,18_00419.jpg,76,76,148,122,105,79
shoulder2,18_00419.jpg,76,76,206,180,111,85
head,18_00424.jpg,60,60,209,149,120,60
shoulder1,18_00424.jpg,76,76,163,137,136,110
shoulder2,18_00424.jpg,76,76,198,172,83,57
head,18_00425.jpg,60,60,208,148,120,60
shoulder1,18_00425.jpg,76,76,164,138,137,111
shoulder2,18_00425.jpg,76,76,197,171,81,55
head,18_00426.jpg,60,60,206,146,121,61
shoulder1,18_00426.jpg,76,76,165,139,139,113
shoulder2,18_00426.jpg,76,76,195,169,81,55
head,18_00427.jpg,60,60,205,145,121,61
shoulder1,18_00427.jpg,76,76,165,139,139,113
shoulder2,18_00427.jpg,76,76,194,168,80,54
head,18_00428.jpg,60,60,205,145,121,61
shoulder1,18_00428.jpg,76,76,164,138,138,112
shoulder2,18_00428.jpg,76,76,194,168,80,54
head,18_00429.jpg,60,60,206,146,121,61
shoulder1,18_00429.jpg,76,76,163,137,137,111
shoulder2,18_00429.jpg,76,76,197,171,80,54
head,18_00430.jpg,60,60,204,144,124,64
shoulder1,18_00430.jpg,76,76,162,136,138,112
shoulder2,18_00430.jpg,76,76,195,169,81,55
head,18_00431.jpg,60,60,204,144,125,65
shoulder1,18_00431.jpg,76,76,159,133,136,110
shoulder2,18_00431.jpg,76,76,199,173,83,57
head,18_00432.jpg,60,60,201,141,126,66
shoulder1,18_00432.jpg,76,76,156,130,134,108
shoulder2,18_00432.jpg,76,76,200,174,85,59
head,18_00433.jpg,60,60,201,141,124,64
shoulder1,18_00433.jpg,76,76,157,131,133,107
shoulder2,18_00433.jpg,76,76,201,175,84,58
head,18_00434.jpg,60,60,203,143,127,67
shoulder1,18_00434.jpg,76,76,161,135,137,111
shoulder2,18_00434.jpg,76,76,198,172,83,57
head,18_00435.jpg,60,60,201,141,127,67
shoulder1,18_00435.jpg,76,76,160,134,136,110
shoulder2,18_00435.jpg,76,76,198,172,82,56
head,18_00436.jpg,60,60,200,140,129,69
shoulder1,18_00436.jpg,76,76,161,135,139,113
shoulder2,18_00436.jpg,76,76,196,170,83,57
head,18_00437.jpg,60,60,200,140,133,73
shoulder1,18_00437.jpg,76,76,162,136,141,115
shoulder2,18_00437.jpg,76,76,194,168,83,57
head,18_00438.jpg,60,60,200,140,133,73
shoulder1,18_00438.jpg,76,76,163,137,141,115
shoulder2,18_00438.jpg,76,76,195,169,83,57
head,18_00439.jpg,60,60,201,141,132,72
shoulder1,18_00439.jpg,76,76,160,134,137,111
shoulder2,18_00439.jpg,76,76,200,174,86,60
head,18_00440.jpg,60,60,195,135,125,65
shoulder1,18_00440.jpg,76,76,157,131,134,108
shoulder2,18_00440.jpg,76,76,199,173,85,59
head,18_00453.jpg,60,60,200,140,136,76
shoulder1,18_00453.jpg,76,76,185,159,89,63
shoulder2,18_00453.jpg,76,76,184,158,153,127
head,18_00463.jpg,60,60,205,145,161,101
shoulder1,18_00463.jpg,76,76,162,136,156,130
shoulder2,18_00463.jpg,76,76,192,166,100,74
head,18_00464.jpg,60,60,202,142,162,102
shoulder1,18_00464.jpg,76,76,157,131,153,127
shoulder2,18_00464.jpg,76,76,194,168,101,75
head,18_00465.jpg,60,60,196,136,165,105
shoulder1,18_00465.jpg,76,76,151,125,151,125
shoulder2,18_00465.jpg,76,76,194,168,106,80
head,18_00475.jpg,60,60,172,112,169,109
shoulder1,18_00475.jpg,76,76,149,123,103,77
shoulder2,18_00475.jpg,76,76,183,157,153,127
head,18_00482.jpg,60,60,197,137,176,116
shoulder1,18_00482.jpg,76,76,147,121,123,97
shoulder2,18_00482.jpg,76,76,204,178,147,121
head,18_00484.jpg,60,60,206,146,177,117
shoulder1,18_00484.jpg,76,76,149,123,132,106
shoulder2,18_00484.jpg,76,76,211,185,143,117
head,18_00485.jpg,60,60,212,152,177,117
shoulder1,18_00485.jpg,76,76,152,126,138,112
shoulder2,18_00485.jpg,76,76,215,189,139,113
head,18_00486.jpg,60,60,216,156,173,113
shoulder1,18_00486.jpg,76,76,155,129,144,118
shoulder2,18_00486.jpg,76,76,217,191,132,106
head,18_00487.jpg,60,60,220,160,170,110
shoulder1,18_00487.jpg,76,76,160,134,150,124
shoulder2,18_00487.jpg,76,76,217,191,125,99
head,18_00488.jpg,60,60,222,162,171,111
shoulder1,18_00488.jpg,76,76,166,140,158,132
shoulder2,18_00488.jpg,76,76,215,189,120,94
head,18_00489.jpg,60,60,224,164,171,111
shoulder1,18_00489.jpg,76,76,171,145,163,137
shoulder2,18_00489.jpg,76,76,213,187,117,91
head,18_00490.jpg,60,60,225,165,174,114
shoulder1,18_00490.jpg,76,76,175,149,167,141
shoulder2,18_00490.jpg,76,76,210,184,116,90
head,18_00491.jpg,60,60,224,164,173,113
shoulder1,18_00491.jpg,76,76,177,151,169,143
shoulder2,18_00491.jpg,76,76,207,181,114,88
head,18_00492.jpg,60,60,221,161,175,115
shoulder1,18_00492.jpg,76,76,176,150,170,144
shoulder2,18_00492.jpg,76,76,204,178,114,88
head,18_00493.jpg,60,60,220,160,176,116
shoulder1,18_00493.jpg,76,76,176,150,171,145
shoulder2,18_00493.jpg,76,76,203,177,115,89
head,18_00494.jpg,60,60,217,157,179,119
shoulder1,18_00494.jpg,76,76,173,147,172,146
shoulder2,18_00494.jpg,76,76,202,176,116,90
head,18_00495.jpg,60,60,213,153,180,120
shoulder1,18_00495.jpg,76,76,170,144,172,146
shoulder2,18_00495.jpg,76,76,200,174,117,91
head,18_00496.jpg,60,60,208,148,181,121
shoulder1,18_00496.jpg,76,76,165,139,171,145
shoulder2,18_00496.jpg,76,76,199,173,117,91
head,18_00497.jpg,60,60,203,143,182,122
shoulder1,18_00497.jpg,76,76,160,134,170,144
shoulder2,18_00497.jpg,76,76,198,172,119,93
